county,batch,page_type,url,external,notes,verify_status,http_status,final_url,audit_confidence,audit_reason,flag_for_review
Liberty,1,results,https://libertycountyflsoe.gov/results-statistics/election-results/,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Liberty' in page; seat 'Bristol' in page | results keywords: election result, results | title=""Election Results – Liberty County (FL) Supervisor of Elections""",
Madison,1,homepage,https://www.votemadison.com,false,"SOE homepage via state directory — 'Madison County' in page; 'Supervisor of Elections' in page; seat 'Madison' in page; Florida/FL present; election signals: supervisor of elections, vote by mail, early voting",ok,200,,confident,"[plain] county name 'Madison' in page; seat 'Madison' in page | homepage keywords: supervisor of elections, vote by mail, early voting | title=""Madison County Supervisor of Elections | Heath Driggers""",
Madison,1,elections,https://www.votemadison.com/events/mail-ballot-send-deadline-for-domestic-voters-general-election/,false,"found via link ""September 24, 2026 Mail Ballot ‘Send’ De"" score=10",ok,200,,confident,"[plain] county name 'Madison' in page; seat 'Madison' in page | elections keywords: upcoming election, election calendar, sample ballot, election | title=""Mail Ballot ‘Send’ Deadline For Domestic Voters: General Election | Ma""",
Madison,1,polling,https://www.votemadison.com/where-to-vote-in-person/,false,"found via ""Where to Vote in Person"" score=12",ok,200,,confident,"[plain] county name 'Madison' in page; seat 'Madison' in page | polling keywords: polling place, where to vote, polling | title=""Voting Locations | Madison County Supervisor of Elections""",
Madison,1,early_voting,https://www.votemadison.com/vote-early/,false,"found via ""Early Voting"" score=17",ok,200,,confident,"[plain] county name 'Madison' in page; seat 'Madison' in page | early_voting keywords: early voting, vote early | title=""Vote Early""",
Madison,1,results,https://www.votemadison.com/elections/election-results/,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Madison' in page; seat 'Madison' in page | results keywords: election result, results | title=""Election Results | Madison County Supervisor of Elections""",
Manatee,1,homepage,https://www.votemanatee.gov,false,"SOE homepage via state directory — 'Manatee County' in page; 'Supervisor of Elections' in page; seat 'Bradenton' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, voter registration",ok,200,,confident,"[plain] county name 'Manatee' in page; seat 'Bradenton' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Home - Vote Manatee""",
Manatee,1,elections,https://www.votemanatee.gov/election-dates/,false,"found via link ""Election Dates"" score=25",ok,200,,confident,"[plain] county name 'Manatee' in page; seat 'Bradenton' in page | elections keywords: upcoming election, election information, election date, sample ballot | title=""Election Dates - Vote Manatee""",
Manatee,1,polling,https://www.votemanatee.gov/ways-to-vote-election-day-voting-polling-locations/,false,"found via ""Polling Locations"" score=22",ok,200,,confident,"[plain] county name 'Manatee' in page; seat 'Bradenton' in page | polling keywords: polling location, precinct finder, polling | title=""Polling Locations - Vote Manatee""",
Manatee,1,early_voting,https://www.votemanatee.gov/early-voting/,false,"found via ""Early Voting Locations"" score=27",ok,200,,confident,"[plain] county name 'Manatee' in page; seat 'Bradenton' in page | early_voting keywords: early voting | title=""Early Voting Locations - Vote Manatee""",
Manatee,1,results,https://www.votemanatee.gov/election-results-by-precinct/,false,"found via ""Past Election Results"" score=18",ok,200,,confident,"[plain] county name 'Manatee' in page; seat 'Bradenton' in page | results keywords: election result, results | title=""Past Election Results - Vote Manatee""",
Marion,1,homepage,https://www.votemarion.gov,false,SOE homepage from the Florida DOS SOE directory; manually confirmed as Marion County's Supervisor of Elections site (flagged only because the phrase 'Supervisor of Elections' appears in the site logo rather than in body text),ok,200,,confident,"[plain] county name 'Marion' in page; seat 'Ocala' in page | homepage keywords: early voting | title=""Marion County Elections, FL | Official Website""",
Marion,1,elections,https://www.votemarion.gov/31/Elections,false,"found via link ""Elections"" score=19",ok,200,,confident,"[plain] county name 'Marion' in page; seat 'Ocala' in page | elections keywords: election date, sample ballot, election | title=""Elections | Marion County Elections, FL""",
Marion,1,polling,https://www.votemarion.gov/335/Find-My-Voting-Location,false,"found via ""Where Do I Vote?"" score=12",ok,200,,confident,"[plain] county name 'Marion' in page; seat 'Ocala' in page | polling keywords: precinct finder, where do i vote | title=""Find My Voting Location | Marion County Elections, FL""",
Marion,1,early_voting,https://www.votemarion.gov/317/Vote-Early,false,"found via ""Early Voting"" score=12",ok,200,,confident,"[plain] county name 'Marion' in page; seat 'Ocala' in page | early_voting keywords: early voting, vote early | title=""Vote Early | Marion County Elections, FL""",
Marion,1,results,https://www.votemarion.gov/199/Election-Results,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Marion' in page; seat 'Ocala' in page | results keywords: election result, election night, results | title=""Election Results | Marion County Elections, FL""",
Martin,1,homepage,https://www.martinvotes.gov,false,"SOE homepage via state directory — 'Martin County' in page; 'Supervisor of Elections' in page; seat 'Stuart' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, early voting",ok,200,,confident,"[plain] county name 'Martin' in page; seat 'Stuart' in page | homepage keywords: supervisor of elections, vote by mail, early voting | title=""Martin County | Supervisor of Elections""",
Martin,1,elections,https://www.martinvotes.gov/election-information/,false,"found via link ""Election Information"" score=21",ok,200,,confident,"[plain] county name 'Martin' in page; seat 'Stuart' in page | elections keywords: election information, election date, sample ballot, election | title=""Election Information - Martin County""",
Martin,1,polling,https://www.martinvotes.gov/election-information/precinct-maps/,false,"found via ""Precinct Maps"" score=13",ok,200,,confident,"[plain] county name 'Martin' in page; seat 'Stuart' in page | polling keywords: polling location, polling | title=""Precinct Maps - Martin County""",
Martin,1,early_voting,https://www.martinvotes.gov/election-information/early-voting/,false,"found via ""2026 Early Voting and Secure Ballot Inta"" score=25",ok,200,,confident,"[plain] county name 'Martin' in page; seat 'Stuart' in page | early_voting keywords: early voting | title=""2026 Early Voting and <br>Secure Ballot Intake Station Locations - Mar""",
Martin,1,results,https://results.enr.clarityelections.com/FL/Martin/,true,"found via ""Election Results"" score=22",ok,200,,confident,"[headless] 'Martin' in domain; seat 'Stuart' in page | results keywords: election night reporting, election night | title=""List Elections""",
Miami-Dade,2,homepage,https://www.votemiamidade.gov/elections/home.page,false,"SOE homepage via state directory — 'Miami-Dade County' in page; 'Supervisor of Elections' in page; seat 'Miami' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Miami-Dade' in page; seat 'Miami' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Office of the Supervisor of Elections of Miami-Dade County""",
Miami-Dade,2,elections,https://www.votemiamidade.gov/elections/voters/information.page,false,"found via link ""Voter Information"" score=23",ok,200,,confident,"[plain] county name 'Miami-Dade' in page; seat 'Miami' in page | elections keywords: upcoming election, election calendar, sample ballot, election | title=""Voter Information""",
Miami-Dade,2,polling,https://www.votemiamidade.gov/elections/data/current-precincts-districts-municipalities.page,false,corrected: discovery picked the 'reprecincting' explainer; this is the current precinct/polling data page,ok,200,,confident,"[plain] county name 'Miami-Dade' in page; seat 'Miami' in page | polling keywords: polling place, polling | title=""Current Precincts, Districts and Municipalities""",
Miami-Dade,2,early_voting,https://www.votemiamidade.gov/elections/voters/early-voting.page,false,"found by targeted path probe: not linked from the pages crawled, but this is the standing early-voting page",ok,200,,confident,"[plain] county name 'Miami-Dade' in page; seat 'Miami' in page | early_voting keywords: early voting, vote early | title=""Early Voting""",
Miami-Dade,2,results,https://www.votemiamidade.gov/elections/data/results-archive.page,false,"found via ""Past Election Results"" score=18",ok,200,,confident,"[plain] county name 'Miami-Dade' in page; seat 'Miami' in page | results keywords: election result, canvass, results | title=""Past Election Results""",
Monroe,1,homepage,https://www.votemonroeflkeys.gov/,false,"SOE homepage via state directory — 'Monroe County' in page; 'Supervisor of Elections' in page; seat 'Key West' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote-by-mail, voter registration",ok,200,,confident,"[plain] county name 'Monroe' in page; seat 'Key West' in page | homepage keywords: supervisor of elections, voter registration, early voting, elections office | title=""Home""",
Monroe,1,elections,https://www.votemonroeflkeys.gov/Elections/Upcoming-Elections,false,"found via link ""Upcoming Elections"" score=45",ok,200,,confident,"[plain] county name 'Monroe' in page; seat 'Key West' in page | elections keywords: upcoming election, election date, sample ballot, election | title=""Monroe County FL Supervisor of Elections > Elections > Upcoming Electi""",
Monroe,1,polling,https://www.votemonroeflkeys.gov/Where-to-Vote/Precinct-Details-Demographics,false,verified: 'Precinct Details & Demographics' is the standing polling page; there is no /Where-to-Vote index (404),ok,200,,confident,"[plain] county name 'Monroe' in page; seat 'Key West' in page | polling keywords: polling place, where to vote, polling | title=""Monroe County FL Supervisor of Elections > Where to Vote > Precinct De""",
Monroe,1,early_voting,https://www.votemonroeflkeys.gov/Voting/Three-Ways-to-Vote/Early-Voting,false,"found via ""Early Voting"" score=17",ok,200,,confident,"[plain] county name 'Monroe' in page; seat 'Key West' in page | early_voting keywords: early voting, vote early | title=""Monroe County FL Supervisor of Elections > Voting > Three Ways to Vote""",
Monroe,1,results,,false,GAP: no county-specific page found (best candidate was an unrelated third-party site),gap,,,gap,GAP: no county-specific page found (best candidate was an unrelated third-party site),
Nassau,1,homepage,https://www.votenassaufl.gov,false,"SOE homepage via state directory — 'Nassau County' in page; 'Supervisor of Elections' in page; SOE office city 'Yulee' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Nassau' in page; SOE office city 'Yulee' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Vote in Nassau County - Supervisor of Elections""",
Nassau,1,elections,https://www.votenassaufl.gov/upcoming-elections,false,"found via link ""Upcoming Elections"" score=45",ok,200,,confident,"[plain] county name 'Nassau' in page; seat 'Fernandina Beach' in page | elections keywords: upcoming election, sample ballot, election | title=""Upcoming Elections 2026 | Nassau County Supervisor of Elections""",
Nassau,1,polling,https://www.votenassaufl.gov/where-do-i-vote,false,"found via ""Where Do I Vote?"" score=12",ok,200,,confident,"[plain] county name 'Nassau' in page; SOE office city 'Yulee' in page | polling keywords: precinct finder, where do i vote | title=""Find Your Precinct | Nassau County Supervisor""",
Nassau,1,early_voting,https://www.votenassaufl.gov/early-voting,false,"found via ""Early Voting"" score=12",ok,200,,confident,"[plain] county name 'Nassau' in page; SOE office city 'Yulee' in page | early_voting keywords: early voting | title=""Early Voting Info | Nassau County Supervisor of Elections""",
Nassau,1,results,https://www.votenassaufl.gov/election-night-results,false,"found via ""Election Night Results"" score=19",ok,200,,confident,"[plain] county name 'Nassau' in page; SOE office city 'Yulee' in page | results keywords: canvass, election night, results | title=""Election Night Results | Nassau County Supervisor""",
Okaloosa,1,homepage,https://www.voteokaloosa.gov,false,"SOE homepage via state directory — 'Okaloosa County' in page; 'Supervisor of Elections' in page; seat 'Crestview' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, voter registration",ok,200,,confident,"[plain] county name 'Okaloosa' in page; seat 'Crestview' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Okaloosa County Supervisor of Elections""",
Okaloosa,1,elections,https://www.voteokaloosa.gov/elections/,false,corrected: discovery picked the 'vote on election day' page; this is the Elections section landing page,ok,200,,confident,"[plain] county name 'Okaloosa' in page; seat 'Crestview' in page | elections keywords: upcoming election, sample ballot, election | title=""Elections | Okaloosa County Supervisor of Elections""",
Okaloosa,1,polling,https://www.voteokaloosa.gov/announcements/notice-of-polling-place-change/,false,"found via ""July 27, 2026 Notice of Polling Place Ch"" score=22",ok,200,,confident,"[plain] county name 'Okaloosa' in page; seat 'Crestview' in page | polling keywords: polling place, where to vote, polling | title=""Notice of Polling Place Change | Okaloosa County Supervisor of Electio""",
Okaloosa,1,early_voting,https://www.voteokaloosa.gov/voters/vote-early/,false,"found via ""Early Voting"" score=17",ok,200,,confident,"[plain] county name 'Okaloosa' in page; seat 'Crestview' in page | early_voting keywords: early voting, vote early | title=""Vote Early | Okaloosa County Supervisor of Elections""",
Okaloosa,1,results,https://www.voteokaloosa.gov/elections/election-results/,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Okaloosa' in page; seat 'Crestview' in page | results keywords: election result, canvass, results | title=""Election Results | Okaloosa County Supervisor of Elections""",
Okeechobee,1,homepage,https://voteokeechobee.gov/,false,"SOE homepage via state directory — 'Okeechobee County' in page; 'Supervisor of Elections' in page; seat 'Okeechobee' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Okeechobee' in page; seat 'Okeechobee' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Okeechobee County, FL""",
Okeechobee,1,elections,https://voteokeechobee.gov/election-information/,false,"found via link ""Election Information"" score=21",ok,200,,confident,"[plain] county name 'Okeechobee' in page; seat 'Okeechobee' in page | elections keywords: election information, sample ballot, election | title=""Election Information – Okeechobee County, FL""",
Okeechobee,1,polling,https://voteokeechobee.gov/election-information/sample-ballot/,false,"found via ""icon 23 star Created with Sketch. Sample"" score=18",ok,200,,confident,"[plain] county name 'Okeechobee' in page; seat 'Okeechobee' in page | polling keywords: precinct finder | title=""Sample Ballots – Okeechobee County, FL""",
Okeechobee,1,early_voting,https://voteokeechobee.gov/voter-education/early-voting/,false,"found via ""Early Voting"" score=12",ok,200,,confident,"[plain] county name 'Okeechobee' in page; seat 'Okeechobee' in page | early_voting keywords: early voting, early vote, vote early | title=""Early Voting – Okeechobee County, FL""",
Okeechobee,1,results,https://voteokeechobee.gov/election-information/election-archives/,false,"found via ""icon 23 star Created with Sketch. Electi"" score=22",ok,200,,confident,"[plain] county name 'Okeechobee' in page; seat 'Okeechobee' in page | results keywords: election result, canvass, results | title=""Election Archives – Okeechobee County, FL""",
Orange,2,homepage,https://voteorangefl.gov/,false,"SOE homepage via state directory — 'Orange County' in page; 'Supervisor of Elections' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Orange' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Orange County Supervisor of Elections | Karen Castor Dentel | Florida""",
Orange,2,elections,https://voteorangefl.gov/upcoming-elections/,false,"found via link ""Upcoming Elections"" score=45",ok,200,,confident,"[plain] county name 'Orange' in page | elections keywords: upcoming election, election date, election calendar, sample ballot | title=""Upcoming Elections in Orange County Florida | 2025-2026 Schedule""",
Orange,2,polling,https://voteorangefl.gov/find-your-polling-place/,false,"found via ""PRECINCT FINDER"" score=29",ok,200,,confident,"[plain] county name 'Orange' in page | polling keywords: polling place, where to vote, election day location, polling | title=""Find Your Polling Place | Orange County Florida Voter Lookup""",
Orange,2,early_voting,https://voteorangefl.gov/vote-early/,false,"found via ""Early Voting sites"" score=32",ok,200,,confident,"[plain] county name 'Orange' in page; seat 'Orlando' in page | early_voting keywords: early voting, vote early | title=""Early Voting in Orange County Florida | Locations & Hours | OCSOE""",
Orange,2,results,https://voteorangefl.gov/election-results/,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Orange' in page | results keywords: election result, canvass, results | title=""Orange County Election Results""",
Osceola,1,homepage,https://www.voteosceola.gov/en-us/,false,"SOE homepage via state directory — 'Osceola County' in page; 'Supervisor of Elections' in page; seat 'Kissimmee' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, voter registration",ok,200,,confident,"[plain] county name 'Osceola' in page; seat 'Kissimmee' in page | homepage keywords: supervisor of elections, voter registration, vote by mail | title=""Vote Osceola""",
Osceola,1,elections,https://www.voteosceola.gov/en-us/elections/,false,"found via link ""Elections"" score=19",ok,200,,confident,"[plain] county name 'Osceola' in page; seat 'Kissimmee' in page | elections keywords: upcoming election, election | title=""Elections – Vote Osceola""",
Osceola,1,polling,https://www.voteosceola.gov/en-us/polling-locations/,false,"found via ""Polling Locations"" score=22",ok,200,,confident,"[plain] county name 'Osceola' in page; seat 'Kissimmee' in page | polling keywords: polling location, polling | title=""Polling Locations – Vote Osceola""",
Osceola,1,early_voting,https://www.voteosceola.gov/en-us/how-to-vote/vote-early/,false,verified: 'Vote Early' under How to Vote is the standing early-voting page,ok,200,,confident,"[plain] county name 'Osceola' in page; seat 'Kissimmee' in page | early_voting keywords: early voting, vote early | title=""Vote Early – Vote Osceola""",
Osceola,1,results,https://www.voteosceola.gov/en-us/election-results/2024-election-results/,false,"found via ""2024 Election Results"" score=22",ok,200,,confident,"[plain] county name 'Osceola' in page; seat 'Kissimmee' in page | results keywords: election result, canvass, results | title=""2024 Election Results – Vote Osceola""",
Palm Beach,1,homepage,https://www.votepalmbeach.gov,false,"SOE homepage via state directory — 'Palm Beach County' in page; 'Supervisor of Elections' in page; seat 'West Palm Beach' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote-by-mail, voter registration",ok,200,,confident,"[plain] county name 'Palm Beach' in page; seat 'West Palm Beach' in page | homepage keywords: voter registration, early voting, elections office | title=""Palm Beach County Elections, FL | Official Website""",
Palm Beach,1,elections,https://www.votepalmbeach.gov/191/Election-Dates-Deadlines,false,"found via link ""Upcoming Elections"" score=45",ok,200,,confident,"[plain] county name 'Palm Beach' in page; seat 'West Palm Beach' in page | elections keywords: upcoming election, election information, election date, election | title=""Election Dates & Deadlines | Palm Beach County Elections, FL""",
Palm Beach,1,polling,https://www.votepalmbeach.gov/168/Election-Day-Voting,false,corrected: discovery picked a CivicAlerts polling-place-change bulletin; this is the standing election-day voting page (found via sitemap),ok,200,,confident,"[plain] county name 'Palm Beach' in page; seat 'West Palm Beach' in page | polling keywords: polling place, precinct finder, polling | title=""Election Day Voting | Palm Beach County Elections, FL""",
Palm Beach,1,early_voting,https://www.votepalmbeach.gov/167/Early-Voting,false,"found via ""Early Voting location"" score=27",ok,200,,confident,"[plain] county name 'Palm Beach' in page; seat 'West Palm Beach' in page | early_voting keywords: early voting, vote early | title=""Early Voting | Palm Beach County Elections, FL""",
Palm Beach,1,results,https://www.votepalmbeach.gov/224/Election-Results,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Palm Beach' in page; seat 'West Palm Beach' in page | results keywords: election result, results | title=""Election Results | Palm Beach County Elections, FL""",
Pasco,1,homepage,https://www.pascovotes.gov,false,"SOE homepage via state directory — 'Pasco County' in page; 'Supervisor of Elections' in page; seat 'Dade City' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Pasco' in page; seat 'Dade City' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Pasco County Supervisor of Elections, FL""",
Pasco,1,elections,https://www.pascovotes.gov/elections/election_dates.php,false,"found via link ""Election Dates"" score=27",ok,200,,confident,"[plain] county name 'Pasco' in page; seat 'Dade City' in page | elections keywords: election date, sample ballot, election | title=""Pasco County Supervisor of Elections, FL""",
Pasco,1,polling,https://www.pascovotes.gov/news_detail_T21_R84.php,false,"found via ""Notice of Polling Place Change 2026 Prim"" score=22",ok,200,,confident,"[plain] county name 'Pasco' in page; seat 'Dade City' in page | polling keywords: polling place, precinct finder, polling | title=""Notice of Polling Place Change 2026 Primary Election""",
Pasco,1,early_voting,https://www.pascovotes.gov/elections/early_voting/early_voting_locations_and_wait_times.php,false,"found via ""Early Voting Locations and Wait Times"" score=27",ok,200,,confident,"[plain] county name 'Pasco' in page; seat 'Dade City' in page | early_voting keywords: early voting | title=""Pasco County Supervisor of Elections, FL""",
Pasco,1,results,https://www.pascovotes.gov/elections/election_results.php,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Pasco' in page; seat 'Dade City' in page | results keywords: election result, results | title=""Pasco County Supervisor of Elections, FL""",
Pinellas,1,homepage,https://www.votepinellas.gov,false,SOE homepage from the Florida DOS SOE directory; manually confirmed as Pinellas County's Supervisor of Elections site (flagged only because the phrase 'Supervisor of Elections' appears in the site logo rather than in body text),ok,200,,confident,"[plain] county name 'Pinellas' in page; SOE office city 'Largo' in page | homepage keywords: early voting | title=""Pinellas County Election, FL | Official Website""",
Pinellas,1,elections,https://www.votepinellas.gov/204/Current-Upcoming-Elections,false,"found via link ""Upcoming Elections"" score=45",ok,200,,confident,"[plain] county name 'Pinellas' in page; SOE office city 'Largo' in page | elections keywords: upcoming election, election | title=""Current & Upcoming Elections | Pinellas County Election, FL""",
Pinellas,1,polling,https://www.votepinellas.gov/198/Find-Precinct-Polling-Place,false,"found via ""Find Precinct & Polling Place"" score=27",ok,200,,confident,"[plain] county name 'Pinellas' in page; SOE office city 'Largo' in page | polling keywords: polling place, where to vote, polling | title=""Find Precinct & Polling Place | Pinellas County Election, FL""",
Pinellas,1,early_voting,https://www.votepinellas.gov/200/Early-Voting,false,"found via ""Early Voting"" score=12",ok,200,,confident,"[plain] county name 'Pinellas' in page; seat 'Clearwater' in page | early_voting keywords: early voting, vote early | title=""Early Voting | Pinellas County Election, FL""",
Pinellas,1,results,https://www.votepinellas.gov/161/Election-Results,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Pinellas' in page; seat 'Clearwater' in page | results keywords: election result, canvass, results | title=""Election Results | Pinellas County Election, FL""",
Polk,1,homepage,https://www.polkelections.gov,false,SOE homepage from the Florida DOS SOE directory; manually confirmed as Polk County's Supervisor of Elections site (flagged only because the phrase 'Supervisor of Elections' appears in the site logo rather than in body text),ok,200,,confident,"[plain] county name 'Polk' in page; seat 'Bartow' in page | homepage keywords: vote by mail, early voting | title=""Polk County SOE, FL | Official Website""",
Polk,1,elections,https://www.polkelections.gov/101/Election-Info,false,corrected: discovery picked the voter-services page; this is the election information landing page,ok,200,,confident,"[plain] county name 'Polk' in page; seat 'Bartow' in page | elections keywords: upcoming election, election | title=""Election Info | Polk County SOE, FL""",
Polk,1,polling,https://www.polkelections.gov/163/Where-Do-I-Vote,false,"found via ""Where Do I Vote"" score=12",ok,200,,confident,"[plain] county name 'Polk' in page; seat 'Bartow' in page | polling keywords: polling place, where do i vote, polling | title=""Where Do I Vote | Polk County SOE, FL""",
Polk,1,early_voting,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Polk,1,results,,false,GAP: no distinct page found (likely folded into elections page),gap,,,gap,GAP: no distinct page found (likely folded into elections page),
Putnam,2,homepage,https://www.voteputnamflorida.gov/,false,"SOE homepage via state directory — 'Putnam County' in page; 'Supervisor of Elections' in page; seat 'Palatka' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Putnam' in page; seat 'Palatka' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Putnam County, Florida - Supervisor of Elections""",
Putnam,2,elections,https://www.voteputnamflorida.gov/election_information/upcoming_elections.php,false,"found via link ""Upcoming Elections"" score=46",ok,200,,confident,"[plain] county name 'Putnam' in page; seat 'Palatka' in page | elections keywords: upcoming election, election information, election date, sample ballot | title=""Putnam County, Florida - Supervisor of Elections""",
Putnam,2,polling,https://www.voteputnamflorida.gov/election_information/precincts_and_polling_locations.php,false,"found via ""Precincts And Polling Locations"" score=27",ok,200,,confident,"[plain] county name 'Putnam' in page; seat 'Palatka' in page | polling keywords: polling location, precinct finder, polling | title=""Putnam County, Florida - Supervisor of Elections""",
Putnam,2,early_voting,https://www.voteputnamflorida.gov/election_information/early_voting.php,false,"found via ""Early Voting Locations"" score=27",ok,200,,confident,"[plain] county name 'Putnam' in page; seat 'Palatka' in page | early_voting keywords: early voting | title=""Putnam County, Florida - Supervisor of Elections""",
Putnam,2,results,https://www.voteputnamflorida.gov/election_information/election_results.php,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Putnam' in page; seat 'Palatka' in page | results keywords: election result, election night reporting, election night, results | title=""Putnam County, Florida - Supervisor of Elections""",
Santa Rosa,1,homepage,https://votesantarosa.gov/,false,"SOE homepage via state directory — 'Santa Rosa County' in page; 'Supervisor of Elections' in page; seat 'Milton' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Santa Rosa' in page; seat 'Milton' in page | homepage keywords: supervisor of elections, vote by mail, early voting, elections office | title=""Santa Rosa, FL – Santa Rosa, FL – elections website""",
Santa Rosa,1,elections,https://votesantarosa.gov/election-information/,false,"found via link ""Election Information"" score=21",ok,200,,confident,"[plain] county name 'Santa Rosa' in page; seat 'Milton' in page | elections keywords: upcoming election, election information, election | title=""Election Information – Santa Rosa, FL""",
Santa Rosa,1,polling,https://votesantarosa.gov/election-information/list-of-precincts/,false,"found via ""Precinct Finder"" score=18",ok,200,,likely,"[plain] county name 'Santa Rosa' in page; seat 'Milton' in page | weak polling keywords: precinct | title=""List of Precincts – Santa Rosa, FL""",
Santa Rosa,1,early_voting,https://votesantarosa.gov/voter-information/how-to-vote/early-voting/,false,"found via ""Early Voting"" score=12",ok,200,,confident,"[plain] county name 'Santa Rosa' in page; seat 'Milton' in page | early_voting keywords: early voting, vote early | title=""Early Voting – Santa Rosa, FL""",
Santa Rosa,1,results,https://votesantarosa.gov/historical-information/historical-results/,false,verified: 'Historical Results' is the only results page votesantarosa.gov publishes (current-cycle returns appear here after certification),ok,200,,confident,"[plain] county name 'Santa Rosa' in page; seat 'Milton' in page | results keywords: results | title=""Historical Results – Santa Rosa, FL""",
Sarasota,1,homepage,https://www.sarasotavotes.gov,false,"SOE homepage via state directory — 'Sarasota County' in page; 'Supervisor of Elections' in page; seat 'Sarasota' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Sarasota' in page; seat 'Sarasota' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""Sarasota County Supervisor of Elections, FL | Official Website""",
Sarasota,1,elections,https://www.sarasotavotes.gov/31/Elections,false,"found via link ""Elections"" score=19",ok,200,,confident,"[plain] county name 'Sarasota' in page; seat 'Sarasota' in page | elections keywords: upcoming election, election date, sample ballot, election | title=""Elections | Sarasota County Supervisor of Elections, FL""",
Sarasota,1,polling,https://www.sarasotavotes.gov/169/Find-My-Precinct-and-Polling-Place,false,"found via ""Find my Precinct"" score=43",ok,200,,confident,"[plain] county name 'Sarasota' in page; seat 'Sarasota' in page | polling keywords: polling place, polling location, precinct finder, polling | title=""Find My Precinct and Polling Place | Sarasota County Supervisor of Ele""",
Sarasota,1,early_voting,https://www.sarasotavotes.gov/171/Early-Voting,false,"found via ""Early voting"" score=12",ok,200,,confident,"[plain] county name 'Sarasota' in page; seat 'Sarasota' in page | early_voting keywords: early voting | title=""Early Voting | Sarasota County Supervisor of Elections, FL""",
Sarasota,1,results,https://www.sarasotavotes.gov/183/Election-Results,false,"found via ""Election Results"" score=22",ok,200,,confident,"[plain] county name 'Sarasota' in page; seat 'Sarasota' in page | results keywords: election result, results | title=""Election Results | Sarasota County Supervisor of Elections, FL""",
Seminole,1,homepage,https://voteseminole.gov/,false,"SOE homepage via state directory — 'Seminole County' in page; 'Supervisor of Elections' in page; seat 'Sanford' in page; Florida/FL present; official TLD (.gov); election signals: supervisor of elections, vote by mail, vote-by-mail",ok,200,,confident,"[plain] county name 'Seminole' in page; seat 'Sanford' in page | homepage keywords: supervisor of elections, voter registration, vote by mail, early voting | title=""voteseminole.gov""",
Seminole,1,elections,https://voteseminole.gov/elections/upcoming-elections/,false,"found via link ""Upcoming Elections View the latest elect"" score=46",ok,200,,confident,"[plain] county name 'Seminole' in page; seat 'Sanford' in page | elections keywords: upcoming election, election information, sample ballot, election | title=""Upcoming Elections – voteseminole.gov""",
